label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
C,0.4897721707820892,0.3636583983898163,-0.2196839153766632,0.9999935030937196,0.4964950382709503,0.4360339343547821,-0.0008661171887069,0.9999780654907228,0.4300751090049743,0.4528657793998718,-0.2069985419511795,0.9999943375587464,0.4600398242473602,0.6912314891815186,0.0748990401625633,0.9999154210090636,0.4270288646221161,0.6868888139724731,-0.0746983662247657,0.9999969601631165,0.4409648180007934,0.848082423210144,0.1979166567325592,0.9332705140113832,0.5269900560379028,0.7745069861412048,-0.2679766416549682,0.9995265603065492,0.3635816276073456,0.827453076839447,0.503632128238678,0.9505671858787536,0.5316137671470642,0.9743036031723022,-0.2385076284408569,0.9997223019599916,0.3472545146942138,0.8120319247245789,0.5346410274505615,0.938263475894928,0.5261391401290894,0.9990937113761902,-0.2358473390340805,0.9979562163352966,0.3731571137905121,0.8923859000205994,0.5124425292015076,0.958642303943634,0.5709656476974487,1.0051438808441162,-0.32593834400177,0.999423623085022
C,0.4894427955150604,0.3785868883132934,-0.2097045928239822,0.9999878406524658,0.4976434707641601,0.4508944153785705,0.0078894179314374,0.9999734163284302,0.4296091496944427,0.470208078622818,-0.1967313289642334,0.9999918937683104,0.4632208943367004,0.704308271408081,0.0736619308590889,0.9999099373817444,0.430423378944397,0.7019571661949158,-0.0734740570187568,0.9999964237213136,0.4420917332172394,0.8606278896331787,0.1893062591552734,0.9243961572647096,0.530523419380188,0.7802038192749023,-0.2736656963825226,0.9993672370910645,0.3661682605743408,0.827556848526001,0.513179361820221,0.9397350549697876,0.532694935798645,0.9764865636825562,-0.2350203692913055,0.9996252655982972,0.3486444056034088,0.8122968077659607,0.5465144515037537,0.9296839237213136,0.5259266495704651,0.9996600151062012,-0.2311530113220214,0.9974340200424194,0.3738564848899841,0.8929556012153625,0.5234784483909607,0.9507622718811036,0.574977457523346,1.0025367736816406,-0.318286269903183,0.9992835521697998
C,0.4891423881053924,0.3810528218746185,-0.2104378193616867,0.9999863505363464,0.4978097379207611,0.4525455236434936,0.0076544024050235,0.9999731779098512,0.4292946457862854,0.4726907312870025,-0.1969604641199112,0.9999916553497314,0.4637829661369324,0.7057849764823914,0.0736017525196075,0.9999113082885742,0.4307827055454254,0.7039793133735657,-0.0734151154756546,0.9999964237213136,0.4420527219772339,0.8619341850280762,0.1933871358633041,0.9223423004150392,0.5303469896316528,0.7805572152137756,-0.2799310684204101,0.9993475079536438,0.3661766946315765,0.8275827169418335,0.5241165161132812,0.9383457899093628,0.5329480767250061,0.9768555760383606,-0.2417967021465301,0.9996083974838256,0.3487510681152344,0.8123182654380798,0.5578200817108154,0.9285974502563475,0.5258923768997192,0.9997347593307496,-0.237742394208908,0.9973139762878418,0.3741118013858795,0.8933408856391907,0.5337600708007812,0.9495972394943236,0.5749372839927673,1.0024791955947876,-0.3252632319927215,0.9992591738700868
C,0.4890919625759125,0.3812353014945984,-0.2104935348033905,0.9999856352806092,0.4978723227977752,0.4527554810047149,0.0075504318810999,0.9999728202819824,0.4291530847549438,0.4727659225463867,-0.1968560814857483,0.999991536140442,0.463950902223587,0.7061117887496948,0.0734571814537048,0.999911606311798,0.4308790564537048,0.7043758034706116,-0.0732706263661384,0.9999964237213136,0.4420430362224579,0.8621920347213745,0.1936445385217666,0.9212446808815002,0.5300241708755493,0.7806833386421204,-0.2838662564754486,0.9993351101875304,0.3661715984344482,0.8276973366737366,0.5249858498573303,0.9376547336578368,0.5330345034599304,0.9772595763206482,-0.2449745088815689,0.9995986819267272,0.348874032497406,0.8123611807823181,0.5587047934532166,0.9280315041542052,0.5258894562721252,0.9998112320899964,-0.2409635633230209,0.9972602128982544,0.3743416368961334,0.8939050436019897,0.5340397357940674,0.948980450630188,0.5749108195304871,1.00249981880188,-0.3292334079742431,0.9992457032203674
C,0.4889079332351684,0.3829401135444641,-0.2096165716648101,0.9999845623970032,0.4978994131088257,0.4553410112857818,0.0074433675035834,0.999972641468048,0.4289582073688507,0.4757751226425171,-0.1967122852802276,0.9999911785125732,0.4645443558692932,0.7088009119033813,0.0731849819421768,0.9999135732650756,0.4314404428005218,0.7073221206665039,-0.0729996263980865,0.9999964833259584,0.4420742392539978,0.8653404116630554,0.1922447979450225,0.9198647737503052,0.5302775502204895,0.7809458374977112,-0.2904492318630218,0.999321460723877,0.366258442401886,0.8280042409896851,0.5237179398536682,0.9361984729766846,0.5333912968635559,0.977260410785675,-0.2511291205883026,0.999582052230835,0.3492611348628998,0.8123060464859009,0.5576244592666626,0.9269158244132996,0.5259618163108826,0.9997294545173644,-0.2469662129878997,0.9971519708633424,0.3744078278541565,0.894295334815979,0.53423672914505,0.9476893544197084,0.5748587250709534,1.0025184154510498,-0.3329778611660003,0.9992192387580872
C,0.4887563586235046,0.3845977783203125,-0.2092638611793518,0.9999839663505554,0.497923880815506,0.4558418393135071,0.0083046723157167,0.9999727606773376,0.4288681447505951,0.4764734804630279,-0.1953232735395431,0.9999909996986388,0.4649289846420288,0.7096489071846008,0.0731594786047935,0.9999150633811952,0.4317639470100403,0.7080551385879517,-0.0729729756712913,0.999996542930603,0.4421184957027435,0.8667770028114319,0.188647523522377,0.9192872643470764,0.5301832556724548,0.7809499502182007,-0.2919437885284424,0.9993165731430054,0.3663400113582611,0.8282113075256348,0.523179829120636,0.9353075623512268,0.5336663126945496,0.9772533774375916,-0.2526956498622894,0.9995751976966858,0.3496013581752777,0.8121857643127441,0.5567222833633423,0.9262627363204956,0.5261214971542358,0.9997279047966005,-0.2485306560993194,0.9971266388893129,0.3743872940540313,0.8944795727729797,0.5330073833465576,0.946889877319336,0.5748360753059387,1.0025086402893066,-0.3344604074954986,0.9992092847824096
C,0.4883546531200409,0.3862040638923645,-0.2071939557790756,0.9999826550483704,0.4979593157768249,0.456182599067688,0.0108413454145193,0.9999729990959167,0.4286018311977386,0.476766973733902,-0.1917203813791275,0.9999908804893494,0.4652042984962463,0.7105677127838135,0.0731130316853523,0.999918520450592,0.4320466816425323,0.7085537910461426,-0.0729235932230949,0.9999966621398926,0.4421742558479309,0.8693768382072449,0.1887332946062088,0.9175097942352296,0.5300970077514648,0.7809792757034302,-0.2971775233745575,0.999311864376068,0.3665532767772674,0.8285703659057617,0.5269489288330078,0.9319830536842346,0.534235954284668,0.9770898818969728,-0.2628028690814972,0.999558687210083,0.3502387106418609,0.8118200898170471,0.5617243647575378,0.923346996307373,0.5263460278511047,0.999496579170227,-0.2591567635536194,0.9970957040786744,0.3743022978305816,0.8946189880371094,0.5393874645233154,0.9440227150917052,0.5748432278633118,1.0024676322937012,-0.345813512802124,0.9991858005523682
C,0.4882102906703949,0.3865053951740265,-0.2073575556278228,0.9999822974205016,0.4980276226997375,0.4562019407749176,0.0110825793817639,0.9999733567237854,0.4284970164299011,0.4771647751331329,-0.1914851665496826,0.9999908804893494,0.46543750166893,0.71067214012146,0.0731039047241211,0.9999205470085144,0.4321375787258148,0.7086097598075867,-0.0729138702154159,0.9999967217445374,0.442239910364151,0.870354950428009,0.1883609443902969,0.9169829487800598,0.530051052570343,0.7808963060379028,-0.298501193523407,0.9993115663528442,0.3666677176952362,0.8287440538406372,0.5273717045783997,0.9306746125221252,0.5343839526176453,0.976997435092926,-0.2640914022922516,0.9995525479316713,0.3504788279533386,0.8117154240608215,0.5622551441192627,0.922218143939972,0.5263991951942444,0.9994080066680908,-0.2604059875011444,0.997086465358734,0.3742740154266357,0.8946213126182556,0.5399879217147827,0.9428839087486268,0.574859082698822,1.002335786819458,-0.3470756411552429,0.999177634716034
C,0.4879329204559326,0.3866804540157318,-0.2093947827816009,0.9999823570251464,0.4981642365455627,0.4562015235424042,0.011256149969995,0.9999743700027466,0.4283704459667206,0.4774136841297149,-0.1915557086467743,0.9999910593032836,0.4656380414962768,0.710745096206665,0.0731170326471328,0.999925136566162,0.4321928322315216,0.7084952592849731,-0.0729272589087486,0.9999969601631165,0.4423050284385681,0.8717978596687317,0.1880807131528854,0.9169092178344728,0.5299981832504272,0.780806303024292,-0.3034471273422241,0.9993191361427308,0.3667965233325958,0.8290356397628784,0.5295659899711609,0.9288823008537292,0.5344774723052979,0.9769152998924256,-0.2674773633480072,0.9995476007461548,0.3507167994976043,0.8115231394767761,0.5648407340049744,0.92076975107193,0.526404082775116,0.9991444945335388,-0.2635772228240967,0.997076451778412,0.3739220201969147,0.8946163654327393,0.5425922274589539,0.9413065314292908,0.5748653411865234,1.002206802368164,-0.3512445390224457,0.9991706609725952
C,0.4877704977989197,0.3867509067058563,-0.2105319648981094,0.9999826550483704,0.4981879591941833,0.4561844766139984,0.0111692659556865,0.999975085258484,0.4283166527748108,0.477386474609375,-0.1916561275720596,0.9999911785125732,0.465678334236145,0.7106624245643616,0.073149487376213,0.999927282333374,0.4322008788585663,0.7083871960639954,-0.0729603916406631,0.9999970197677612,0.4423255026340484,0.8720741868019104,0.1873052418231964,0.9171704053878784,0.5299856662750244,0.7807978987693787,-0.3044719994068146,0.999323546886444,0.3668363690376282,0.8291735053062439,0.5290849804878235,0.9283332824707032,0.534501850605011,0.9769124388694764,-0.2675383687019348,0.9995473027229308,0.3507954180240631,0.8114968538284302,0.5642661452293396,0.9204341769218444,0.5264043211936951,0.9989826083183287,-0.2635475695133209,0.9970747232437134,0.3737274408340454,0.8946176767349243,0.541805624961853,0.9408084750175476,0.5748624205589294,1.002204179763794,-0.3514414727687835,0.9991695284843444
C,0.487627238035202,0.3863365650177002,-0.2179777175188064,0.999983549118042,0.4983238577842712,0.4544530510902405,0.0082910982891917,0.9999766945838928,0.4282265901565552,0.4768034815788269,-0.1983802020549774,0.999991536140442,0.4658007323741913,0.708154022693634,0.0733788833022117,0.99993097782135,0.4321907460689544,0.7065644264221191,-0.0731904804706573,0.9999971389770508,0.4423509240150451,0.8715276718139648,0.186837151646614,0.9184236526489258,0.5299688577651978,0.7807806730270386,-0.30404794216156,0.9993336200714112,0.3666910529136657,0.8293810486793518,0.5295675992965698,0.9288150668144226,0.5345172882080078,0.9769890308380128,-0.2667330205440521,0.999550759792328,0.3508041799068451,0.811515212059021,0.5648555159568787,0.9209976196289062,0.5263997316360474,0.9988120198249816,-0.2629330456256866,0.9970717430114746,0.3736492693424225,0.894645631313324,0.5413454174995422,0.9409847855567932,0.5747686624526978,1.0023237466812134,-0.3504919111728668,0.999172031879425
